step,eid,source_edge_id,duplicate,support_type,turn_deg,transition_location,avoidable_interior_bend,length_2d,A_start_deg,Z_start_mm,A_end_deg,Z_end_mm,X3_start_mm,Y3_start_mm,X3_end_mm,Y3_end_mm,surface_length_mm,dE_mm,E_abs_mm,from_node,to_node
65,18,12,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,False,2.33238075793812,213.86138613861388,2.5,192.47524752475252,5.0,-3.3215519310591897,-2.2287424187817146,-3.9055576822544276,-0.8640712879059361,2.9118981645155033,0.14527518928860247,12.269001581009203,12,20
66,29,20,False,CONTACT_SUPPORT,61.92751306414702,INTERIOR,False,2.33238075793812,192.47524752475252,5.0,213.86138613861388,7.5,-3.9055576822544276,-0.8640712879059361,-3.3215519310591897,-2.2287424187817146,2.9118981645155033,0.14527518928860247,12.414276770297805,20,28
67,103,76,True,OVERPRINT,120.96375653207352,INTERIOR,True,3.8000000000000007,213.86138613861388,7.5,146.13861386138612,7.5,-3.3215519310591897,-2.2287424187817146,-3.3215519310591892,2.2287424187817155,4.72794141926385,0.2358779551424532,12.650154725440258,28,27
68,40,76,False,CONTACT_SUPPORT,180.0,INTERIOR,True,3.8000000000000007,146.13861386138612,7.5,213.86138613861388,7.5,-3.3215519310591892,2.2287424187817155,-3.3215519310591897,-2.2287424187817146,4.72794141926385,0.2358779551424532,12.88603268058271,27,28
69,41,28,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,False,2.33238075793812,213.86138613861388,7.5,192.47524752475252,10.0,-3.3215519310591897,-2.2287424187817146,-3.9055576822544276,-0.8640712879059361,2.9118981645155033,0.14527518928860247,13.031307869871313,28,36
70,52,36,False,CONTACT_SUPPORT,61.92751306414702,INTERIOR,False,2.33238075793812,192.47524752475252,10.0,213.86138613861388,12.5,-3.9055576822544276,-0.8640712879059361,-3.3215519310591897,-2.2287424187817146,2.9118981645155033,0.14527518928860247,13.176583059159915,36,44
71,63,83,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,True,3.8000000000000007,213.86138613861388,12.5,146.13861386138612,12.5,-3.3215519310591897,-2.2287424187817146,-3.3215519310591892,2.2287424187817155,4.72794141926385,0.2358779551424532,13.412461014302368,44,43
72,111,35,True,OVERPRINT,120.96375653207355,INTERIOR,False,2.332380757938121,146.13861386138612,12.5,167.52475247524754,10.0,-3.3215519310591892,2.2287424187817155,-3.905557682254428,0.8640712879059336,2.911898164515505,0.14527518928860256,13.55773620359097,43,35
73,39,27,False,CONTACT_SUPPORT,61.9275130641471,INTERIOR,False,2.332380757938121,167.52475247524754,10.0,146.13861386138612,7.5,-3.905557682254428,0.8640712879059336,-3.3215519310591892,2.2287424187817155,2.911898164515505,0.14527518928860256,13.703011392879572,35,27
74,28,19,False,CONTACT_SUPPORT,61.9275130641471,INTERIOR,False,2.332380757938121,146.13861386138612,7.5,167.52475247524754,5.0,-3.3215519310591892,2.2287424187817155,-3.905557682254428,0.8640712879059336,2.911898164515505,0.14527518928860256,13.848286582168175,27,19
75,27,72,False,UNSUPPORTED,120.96375653207355,INTERIOR,True,4.0,167.52475247524754,5.0,96.23762376237626,5.0,-3.905557682254428,0.8640712879059336,-0.43460860034189924,3.9763193237602104,4.976780441330365,0.24829258436047685,14.096579166528652,19,18
76,15,10,False,UNSUPPORTED,120.96375653207352,INTERIOR,False,2.33238075793812,96.23762376237626,5.0,117.62376237623762,2.5,-0.43460860034189924,3.9763193237602104,-1.8546541279413082,3.5440454378732595,2.9118981645155033,0.14527518928860247,14.241854355817255,18,10
77,107,68,True,OVERPRINT,120.96375653207352,INTERIOR,True,3.8,117.62376237623762,2.5,49.900990099009896,2.5,-1.8546541279413082,3.5440454378732595,2.5764416458015917,3.0597301262985903,4.727941419263848,0.23587795514245308,14.477732310959707,10,9
78,14,68,False,CONTACT_SUPPORT,180.0,INTERIOR,True,3.8,49.900990099009896,2.5,117.62376237623762,2.5,2.5764416458015917,3.0597301262985903,-1.8546541279413082,3.5440454378732595,4.727941419263848,0.23587795514245308,14.71361026610216,9,10
79,3,2,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,False,2.33238075793812,117.62376237623762,2.5,96.23762376237626,0.0,-1.8546541279413082,3.5440454378732595,-0.43460860034189924,3.9763193237602104,2.9118981645155033,0.14527518928860247,14.858885455390762,10,2
